country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
ALB,Albania,Lanabregas,WRI1002172,5.0,41.3428,19.8964,Hydro,,,,1951.0,,Energy Charter Secretariat,http://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-Albania_2013_en.pdf,GEODB,1021236,,,,,,,,,,20.37,12.89,14.64,20.04,15.23,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ALB,Albania,Shkopet,WRI1002173,24.0,41.6796,19.8305,Hydro,,,,1963.0,,Energy Charter Secretariat,http://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-Albania_2013_en.pdf,GEODB,1021238,,,,,,,,,,93.52,69.86,77.51,96.20,83.57,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ALB,Albania,Ulez,WRI1002174,25.0,41.6796,19.8936,Hydro,,,,1958.0,,Energy Charter Secretariat,http://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-Albania_2013_en.pdf,GEODB,1021241,,,,,,,,,,97.42,72.77,80.74,100.21,87.06,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ALB,Albania,Vau i Dijes,WRI1002175,250.0,42.0137,19.6359,Hydro,,,,1971.0,,Energy Charter Secretariat,http://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-Albania_2013_en.pdf,GEODB,1021242,,,,,,,,,,895.02,561.94,614.47,897.47,703.64,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
ALB,Albania,Vlora,WRI1002176,98.0,40.4874,19.4340,Other,,,,,,Energy Charter Secretariat,http://www.energycharter.org/fileadmin/DocumentsMedia/IDEER/IDEER-Albania_2013_en.pdf,GEODB,1021244,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION
DZA,Algeria,Adrar,WKS0068905,20.0,27.9080,-0.3170,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,35.22,34.22,35.33,35.17,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ain Azel,WKS0065285,20.0,35.8800,5.4750,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,38.68,37.56,38.37,38.75,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ain Djasser,WRI1023776,520.0,35.8665,6.0262,Gas,Oil,,,,SociÃ©te AlgÃ©rienne de Production de l\'ElectricitÃ©,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,1069670,,,,,,,,,,,,,,2171.28,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Ain Sekhouna,WKS0068919,20.0,34.5320,0.8040,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,34.85,33.67,34.54,35.46,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ain el Ibel I,WKS0068916,20.0,34.3460,3.1640,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,33.42,33.58,34.75,34.81,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ain el Ibel II,WKS0073479,53.0,34.3420,3.1690,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,80.98,81.84,85.66,85.55,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ain el Melh,WKS0068915,20.0,34.8610,4.2040,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,33.64,33.68,33.63,33.75,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Algerie Sud-Ouest,WKS0068912,43.5,27.9080,-0.3170,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,73.79,72.11,74.36,74.02,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Annaba,WRI1023795,71.0,36.8924,7.7634,Gas,,,,2010.0,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029479,,,,,,,,,,,,,,296.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Aoulef,WKS0068908,5.0,26.9989,1.3351,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,8.93,8.71,8.72,8.64,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Arbaa,WRI1023777,560.0,36.5988,3.1375,Gas,Oil,,,2010.0,Sonelgaz,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1069669,,,,,,,,,,,,,,2338.30,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Bir Rebaa,WKS0072833,10.0,31.2850,8.5650,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,17.31,16.85,17.16,16.67,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Boufarik 1,WRI1023792,100.0,36.5914,2.9223,Gas,,,,1980.0,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029484,,,,,,,,,,,,,,417.55,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Boufarik 2,WRI1023793,450.0,36.5960,2.8780,Gas,,,,2016.0,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,1029484,,,,,,,,,,,,,,1878.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Boutelilis,WRI1023781,450.0,35.5658,-0.9386,Gas,,,,2016.0,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1099563,,,,,,,,,,,,,,1878.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Chelghoum El Aïd,WKS0065282,15.0,36.2250,6.1100,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,28.56,28.61,28.69,28.34,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,El Kheneg,WKS0068917,60.0,33.7270,2.8110,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,96.03,95.17,93.44,95.16,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,F'Krina,WRI1023785,292.0,35.7666,7.3619,Gas,Oil,,,,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1057692,,,,,,,,,,,,,,1219.25,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,HPC Ouargla,WKS0068918,30.0,32.6020,5.8340,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,49.38,47.99,50.88,48.72,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Hadjret Ennous,WRI1023768,1200.0,36.5767,2.0797,Gas,Oil,,,2009.0,Sharikat Kahraba Hadjret En-Nouss,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1044377,,,,,,,,,,,,,,5010.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Hamma 2,WRI1023783,418.0,36.7489,3.0823,Gas,Oil,,,,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029491,,,,,,,,,,,,,,1745.37,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Hassi Messaoud Mobile,WRI1023796,72.0,31.6703,6.0531,Gas,,,,2013.0,Sonelgaz Production de l'Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,,,,,,,,,,,,,,,300.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Hassi Messoud,WRI1023779,600.0,31.6703,6.0531,Gas,,,,2015.0,Sonelgaz Production de l'Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,,,,,,,,,,,,,,,2505.32,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Hassi Messoud Nord 2,WRI1023790,200.0,31.7877,6.0517,Gas,,,,1988.0,Sonelgaz Production de l'Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,,,,,,,,,,,,,,,835.10,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Hassi Messoud Ouest,WRI1023799,492.0,31.8065,5.9924,Gas,,,,,Sonelgaz Production de l'Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,1047638,,,,,,,,,,,,,,2054.36,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Hassi R'mel ISCC,WKS0071083,20.0,33.1230,3.3560,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,35.77,34.30,35.45,34.69,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Hauts Plateaux Centre,WKS0068911,106.6,34.3420,3.1690,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,163.86,166.11,173.56,173.33,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Hauts Plateaux Est,WKS0065280,73.8,35.6800,5.9861,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,129.42,130.32,131.08,130.11,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ighil Emda,WRI1023798,24.0,36.4739,5.2719,Hydro,,,,1952.0,SAFEAGE,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029497,,,,,,,,,,30.81,33.08,27.86,32.34,30.82,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1
DZA,Algeria,In Salah,WKS0068914,5.0,27.1830,2.5040,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,9.34,8.63,8.80,8.75,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Jijel,WRI1023775,588.0,36.8139,5.8760,Gas,Oil,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029500,,,,,,,,,,,,,,2455.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Kahrama IPP,WRI1023784,345.0,35.8064,-0.2476,Gas,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1051834,,,,,,,,,,,,,,1440.56,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Koudiet Eddraouch,WRI1023769,1200.0,36.8850,8.0778,Gas,,,,2013.0,Shariket Karhaba Koudiet Eddraouch SpA (SKD),Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1046207,,,,,,,,,,,,,,5010.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Labiodh Sidi Cheikh,WKS0068921,20.0,32.9450,0.5550,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,33.91,33.62,34.41,33.84,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Labreg,WRI1023815,396.0,34.5056,6.9848,Gas,,,,2015.0,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,1099562,,,,,,,,,,,,,,1653.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Marsat,WRI1023772,840.0,35.8000,-0.1924,Gas,Oil,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029503,,,,,,,,,,,,,,3507.45,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Marsat TG,WRI1023789,184.0,35.8000,-0.1924,Gas,Oil,,,,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,,,,,,,,,,,,,,,768.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Msila 1,WRI1023773,980.0,35.7071,4.4804,Gas,,,,,Sonelgaz Production de lâ€™Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,1029501,,,,,,,,,,,,,,4092.02,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Naâma,WKS0068920,19.9,33.2740,-0.3720,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,33.71,33.18,34.48,33.31,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Oued El Kebrit,WKS0065281,15.0,35.9190,7.8700,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,27.90,28.76,28.54,28.38,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Oued el Ma,WKS0065283,20.0,35.6800,5.9861,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,37.41,37.26,37.62,37.38,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ras Djinet,WRI1023774,672.0,36.8509,3.6983,Gas,Oil,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029505,,,,,,,,,,,,,,2805.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Ras el Oued,WKS0065284,20.0,36.0100,5.0350,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,38.61,37.36,38.14,38.71,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Ravin Blanc,WRI1023791,73.0,35.7095,-0.6319,Gas,Oil,,,1974.0,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029506,,,,,,,,,,,,,,304.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Reggane,WKS0068907,5.0,26.7680,0.1370,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,8.80,8.84,8.82,8.92,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Relizane,WRI1023780,465.0,35.7835,0.5407,Gas,Oil,,,2010.0,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1069671,,,,,,,,,,,,,,1941.62,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,SKB IPP,WRI1023778,484.0,36.1399,2.9296,Gas,,,,2007.0,Sonelgaz Production de l'Electricite,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,,,,,,,,,,,,,,,2020.96,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,SKS IPP SNC Lavalin,WRI1023771,815.0,36.8789,6.9366,Gas,,,,2006.0,Sharikat Kahraba Skikda (SKS - Skikda Power Co.)  SNC-Lavalin,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1056561,,,,,,,,,,,,,,3403.06,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,SPP1 Thermal,WRI1023797,150.0,32.9475,3.2380,Gas,Solar,,,2011.0,Developed by SPP1  an Abener and New Energy Algeria (NEAL) a joint venture (between Sonatrach Sonelgaz and SIM),Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,,,,,,,,,,,,,,,626.33,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Skikda,WRI1023786,262.0,36.8800,6.9350,Gas,Oil,,,1975.0,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029507,,,,,,,,,,,,,,1093.99,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Tamanrasset,WKS0068926,13.0,22.8490,5.4500,Solar,,,,,,Wiki-Solar,https://www.wiki-solar.org,Wiki-Solar,,,,,,,,,,,,29.50,30.21,29.73,30.32,NO-ESTIMATION,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE,SOLAR-V1-NO-AGE
DZA,Algeria,Terga,WRI1023770,1200.0,35.4608,-1.2295,Gas,,,,2013.0,Shariket Kahraba Terga JSC,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1046206,,,,,,,,,,,,,,5010.64,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Tiaret,WRI1023782,300.0,35.3396,1.3562,Gas,,,,,,Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,GEODB,1029509,,,,,,,,,,,,,,1252.66,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
DZA,Algeria,Tilghemt 1,WRI1023787,200.0,33.1319,3.3480,Gas,,,,1980.0,SociÃ©tÃ© AlgÃ©rienne de Production de lâ€™ElectricitÃ© (SPE),Arab Union of Electricity,http://www.auptde.org/NewsDetails.aspx?lang=en&NID=283,KTH,1029510,,,,,,,,,,,,,,835.10,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
